,id,name,neighborhood_overview,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,monthly_revenue
3101,53483895,Guest suite in Vancouver · ★4.67 · 1 bedroom · 2 beds · 1 bath,"Short Driving Distance to All Amenities <br />-Superstore, Walmart, Staples, Canadian Tire, etc... (5-10min)<br />-T & T Supermarket, Restuarants on Kingsway or Grandview (5-10min)<br /><br />Walking Distance to <br />-Banana Grove Market And Deli Grocery Store(10min)<br />-Trout Lake Park & Community Center (10min)<br />-Renfew Park & Community Center (15min)",433094977,Manh,within a day,100%,97%,f,1,1,"Vancouver, British Columbia, Canada",Renfrew-Collingwood,49.24927,-123.05462,Entire guest suite,Entire home/apt,4,,,2.0,[],$80.00,1,65,1.0,65.0,8,19,49,49,114,60,4.67,4.74,4.59,4.89,4.83,4.82,4.6,f,1,4.61,1845
3209,513658452171545478,Townhouse in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,"Kitsilano, Vancouver, BC. Canada",53468775,Dale,within an hour,100%,100%,t,2,2,"Vancouver, British Columbia, Canada",Kitsilano,49.271362,-123.150948,Entire townhouse,Entire home/apt,4,,,2.0,[],$400.00,3,30,3.0,1125.0,5,5,5,129,33,22,5.0,5.0,5.0,5.0,4.97,4.97,4.88,t,1,1.81,334
5920,968798381843813281,Rental unit in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,"Olympic Village is a trendy and vibrant waterfront neighborhood located in the southeast corner of downtown Vancouver, British Columbia. It was originally built as the athletes' village for the 2010 Winter Olympics and Paralympics and has since been transformed into a thriving residential and commercial community.<br /><br />Olympic Village is a pedestrian-friendly community, with wide sidewalks and an extensive network of cycling paths. It is home to several parks and green spaces, including the scenic seawall, which offers stunning views of False Creek and the surrounding mountains.<br /><br />In addition to its residential offerings, Olympic Village boasts a vibrant retail and dining scene. The neighborhood is home to several cafes, restaurants, and specialty shops, with a focus on locally sourced and sustainable ingredients. The nearby Granville Island Public Market is also a popular destination for foodies and shoppers alike.",227662329,Jordan,within an hour,100%,100%,f,168,232,"Vancouver, British Columbia, Canada",Mount Pleasant,49.27140397011962,-123.10183916670933,Entire rental unit,Entire home/apt,4,,,2.0,[],$176.00,30,365,8.3,1125.0,13,43,73,259,7,7,5.0,5.0,5.0,4.86,5.0,5.0,4.71,t,134,2.33,792
2860,51263979,Guest suite in Vancouver · ★4.92 · 2 bedrooms · 2 beds · 1 bath,"Renfrew-Collingwood is primarily a residential area, with good access to nature. Renfrew Ravine Park, which features a natural creek in the Still Creek watershed, is a lovely place to take a walk. Residents have easy access to services and amenities, especially along the Collingwood stretch of Kingsway. Renfrew-Collingwood runs along the city's east boundary with Burnaby.",9953019,Danny,within a few hours,100%,54%,t,2,2,"Vancouver, British Columbia, Canada",Renfrew-Collingwood,49.23984,-123.04397,Entire guest suite,Entire home/apt,4,,,2.0,[],$180.00,1,1125,1.0,1125.0,24,54,84,355,37,11,4.92,4.95,4.86,4.97,4.95,4.84,4.84,f,2,1.3,570
2223,41646355,Home in Vancouver · ★4.82 · 5 bedrooms · 5 beds · 3 baths,"It is a quiet family neighbourhood, but is walking distance from restaurants and parks. <br />Many restaurants (McDonalds, Starbucks, Tim Hortons,  Chinese, Vietnamese, Japanese, Western, and etc) are within walking distance.  <br />There are many grocery stores close to the area.<br />There are parks nearby",240118539,Nancy,within a few hours,100%,97%,f,2,3,"Vancouver, British Columbia, Canada",Renfrew-Collingwood,49.23472,-123.05742,Entire home,Entire home/apt,10,,,5.0,[],$429.00,3,1125,3.0,1125.0,19,49,79,168,28,16,4.82,4.93,4.86,4.96,4.93,4.79,4.79,f,1,1.55,3378
5095,887108593349617637,Camper/RV in Vancouver · 2 bedrooms · 2 beds · Half-bath,,7660215,Victor,within an hour,100%,63%,f,3,5,,Downtown Eastside,49.28336842719237,-123.1073771008984,Camper/RV,Entire home/apt,2,,,2.0,[],$200.00,4,30,4.0,1125.0,30,60,90,364,0,0,,,,,,,,t,3,,0
2181,40869582,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,,162970659,Ramil,within an hour,100%,100%,t,3,10,,Kensington-Cedar Cottage,49.24824,-123.05738,Entire condo,Entire home/apt,2,,,1.0,[],$400.00,30,1125,30.0,1125.0,30,60,90,365,1,0,2.0,2.0,3.0,5.0,2.0,5.0,2.0,t,2,0.03,324
2333,43068846,Condo in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,"5 minute walk from Yaletown,  a district that brings together both working professionals and leisure enthusiasts. There are numerous of various restaurants and cafes in the area. Right across the streets there is Fresh Sushi, a mini sushi restaurant perfect for when you get hungry and don't want to walk far. There is also a 7-Eleven 3 minutes away. For more noticible and worthy restaurants, you will have to venture further (10 minute walk) or take the Canada Line skytrain towards Waterfront and stroll around Gastown. 6 minute walk and you can reach a local grocery store, Urban Fare, or in another direction, you will find Shoppers Drug Mart. 7 min walk will get to to Costco and 9 minute will get to T&T, one of the largest Asian supermarket. 10 minute drive to reach our famous Stanley Park and the Vancouver Aquarium. 10 minute walk from our location will also get you to our shopping district of Granville and Robson, which include stores such as Nordstrom, Holt Renfrew,  CF PAcific Centre",263963234,Michael,within an hour,100%,98%,t,7,21,"Vancouver, British Columbia, Canada",Downtown,49.2736253418562,-123.11567922319747,Entire condo,Entire home/apt,2,,,2.0,[],$228.00,4,1125,4.0,1125.0,4,4,4,4,7,5,5.0,4.43,4.57,5.0,4.86,5.0,4.43,f,4,0.18,1023
657,15058838,Guest suite in Vancouver · ★4.85 · Studio · 1 bed · 1 bath,"The Commercial Drive area is at the heart of east Vancouver. Leafy and green, there are great parks and friendly peeps. Lots of great coffee shops, restaurants, bars and breweries near by. Eclectic, friendly vibe in the neighbourhood - it feels like a true community. Transit to downtown Vancouver is quick, easy and cheap via the Skytrain, a 10 min walk away. Local trails, beaches and mountains are accessible by transit as well and are fabulous in the summer months.",18554515,Dan,,,,f,1,1,"Vancouver, British Columbia, Canada",Kensington-Cedar Cottage,49.25489,-123.07461,Entire guest suite,Entire home/apt,2,,,1.0,[],,3,27,3.0,27.0,0,0,0,0,52,0,4.85,4.92,4.98,4.98,4.92,4.81,4.88,f,1,0.77,1619
790,18508187,Home in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 private bath,"Quiet and safe neighbourhood for lovely evening walks. Groceries, McDonalds, Starbucks, Banks, Restaurants, Spas, nearby on Victoria Drive.",19845741,Peiyan,within a few hours,100%,58%,t,1,2,"Vancouver, British Columbia, Canada",Victoria-Fraserview,49.232,-123.05679,Private room in home,Private room,2,,,1.0,[],$70.00,2,28,2.0,28.0,13,43,73,109,100,24,4.9,4.99,4.99,4.95,4.95,4.65,4.75,f,1,1.24,2788
4564,808175343127869875,Home in Vancouver · ★4.71 · 1 bedroom · 1 bed · 1 bath,,489486051,Kyle,within an hour,100%,99%,f,6,6,,Riley Park,49.248275671089374,-123.1033931363363,Entire home,Entire home/apt,2,,,1.0,[],$63.00,1,365,1.0,365.0,0,0,0,0,23,23,4.71,4.88,4.83,4.96,4.88,4.92,4.58,t,5,2.21,1021
5828,961669696282755599,Rental unit in Vancouver · 2 bedrooms · 3 beds · 2 baths,,7784624,Lisa,within a few hours,100%,85%,t,14,40,,West End,49.28137012441268,-123.13700838413088,Entire rental unit,Entire home/apt,4,,,3.0,[],$150.00,30,90,30.0,90.0,0,0,0,99,0,0,,,,,,,,f,2,,0
1359,27350645,Condo in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 bath,"Located in Yaletown, directly in the between the Granville Strip and Yaletown core (Appartment is in Yaletown). Only a 3 blocks from Robson street, 12 minutes to the art gallery, 20 minutes to Stanley Park, 10 minutes to Gastown. All walking distance. <br /><br />There is the Yaletown Seawall which wraps all the way to Stanley Park and is great for jogging, plus plenty of parks close by.<br /><br />Some other locals:<br /><br />English Bay: 15 minute walk<br />Kits Beach: 5 minute car ride- 40 minute walk<br />4th Ave: 5 minute car ride<br />Grouse Mountain: 15 minute drive<br />Chinatown: 10 minute walk<br /><br />There is also a 711 right behind the building! So convenient, and the cookies are addicting...watch out!",338125,Greg,within an hour,100%,87%,t,15,19,"Vancouver, British Columbia, Canada",Downtown,49.27809,-123.12243,Entire condo,Entire home/apt,4,,,1.0,[],$231.00,30,180,30.0,180.0,0,0,0,0,12,0,4.75,4.58,4.5,4.83,5.0,5.0,4.42,f,5,0.2,1775
4901,862505093581293956,Home in Vancouver · ★4.67 · 1 bedroom · 2 beds · 1 bath,"- One of the most beautiful and famous cherry blossom streets in Vancouver<br />- Close to Langara college, Vancouver school board and one of  the best high school- Sir Winston churchil Secondary school.<br />- 10 mins walk to Langara trails, golf course and tennis course. within 20 min's drive to UBC, beaches, skiing mountains.<br />- the lowest crime rate",250206436,Yu Juan,within an hour,100%,100%,f,3,3,"Vancouver, British Columbia, Canada",Sunset,49.21386234216544,-123.10418166032714,Entire home,Entire home/apt,3,,,2.0,[],$54.00,1,1125,1.0,1125.0,15,44,74,347,49,49,4.67,4.84,4.69,4.9,4.94,4.71,4.63,f,3,6.56,3641
4519,801089556858531178,Rental unit in Vancouver · ★4.81 · 2 bedrooms · 4 beds · 2 baths,,67000633,Branden,within an hour,100%,95%,t,1,3,,Downtown,49.27883660744149,-123.1077826232788,Entire rental unit,Entire home/apt,7,,,4.0,[],$339.00,2,365,2.2,1125.0,0,0,0,0,20,20,4.81,4.76,4.71,4.71,4.81,4.71,4.71,f,1,2.17,4525
6240,1000078195635658573,Home in Vancouver · ★New · 4 bedrooms · 4 beds · 4 baths,"Welcome to the charming Arbutus neighbourhood. Come spring, our street is famous for its beautiful cherry blossoms. It's a perfect quiet spot that both locals and visitors really enjoy.",541431516,Salma,within an hour,100%,100%,f,1,1,"Vancouver, British Columbia, Canada",Arbutus Ridge,49.2524226,-123.1565967,Entire home,Entire home/apt,8,,,4.0,[],$280.00,2,28,2.0,28.0,16,46,76,165,0,0,,,,,,,,f,1,,2353
5069,884809884510422913,Home in Vancouver · ★4.55 · 2 bedrooms · 3 beds · 1 bath,,513309138,Shivdeep,within an hour,100%,100%,f,1,1,,Sunset,49.223111288861325,-123.09240015065087,Entire home,Entire home/apt,6,,,3.0,[],$145.00,1,29,1.0,29.0,11,11,11,11,11,11,4.55,4.73,4.27,4.82,4.91,4.64,4.36,t,1,2.58,2925
5834,962000402931219643,Guesthouse in Vancouver · ★4.50 · 1 bedroom · 2 beds · 1 bath,"Shaughnessy is an almost-entirely residential neighbourhood in Vancouver, British Columbia, Canada. It is also the site of many historical homes, especially in First Shaughnessy which is considered more prestigious. Of the neighborhood's homes 51% were built before or during World War II.",526328162,Xi,within an hour,100%,100%,f,4,4,"Vancouver, British Columbia, Canada",Shaughnessy,49.25328,-123.13635,Entire guesthouse,Entire home/apt,4,,,2.0,[],$259.00,2,365,2.0,365.0,30,60,90,90,4,4,4.5,4.5,4.5,4.75,4.5,4.75,4.25,f,4,1.12,2215
3091,53385748,Condo in Vancouver · ★4.84 · 1 bedroom · 2 beds · 1 bath,"Most desirable Coal Harbour Area!!! Right at the heart of the city. Walking distance to financial centre, shopping, restaurants & skytrain, Seawall, Stanley Park!!!",201814846,Marissa,within an hour,100%,99%,t,1,1,"Vancouver, British Columbia, Canada",Downtown,49.2885,-123.1227,Entire condo,Entire home/apt,4,,,2.0,[],$145.00,30,90,28.3,1125.0,0,0,0,0,135,64,4.84,4.91,4.79,4.82,4.95,4.97,4.79,f,1,5.39,724
3813,683927626618429785,Home in Vancouver · 6 bedrooms · 7 beds · 8 baths,,74806205,Adam,a few days or more,29%,1%,f,48,59,,Shaughnessy,49.25586,-123.14815,Entire home,Entire home/apt,12,,,7.0,[],$791.00,5,365,5.0,365.0,24,54,84,343,0,0,,,,,,,,f,30,,0
5105,888012055516686467,Rental unit in Vancouver · ★4.90 · 2 bedrooms · 5 beds · 1 bath,"You will be an 8 minute walk to Kitsilano Beach, voted best urban beach in Canada according to Lonely Planet.  Surrounded by cafes, organic markets and shopping on 4th Ave.  Cross the Burrard Bridge and you’ll be right in the heart of downtown Vancouver.  <br /><br />You will also be under 10 minute drive from Granville Island, Point Grey Beach and UBC campus.  You won’t run out of things to do in this area but you might run out of time to do all these things!",1329548,Sandy,within an hour,100%,100%,t,1,1,"Vancouver, British Columbia, Canada",Kitsilano,49.27097269999999,-123.1487388,Entire rental unit,Entire home/apt,7,,,5.0,[],$350.00,2,365,2.0,1125.0,0,0,4,71,10,10,4.9,4.9,4.7,4.9,5.0,5.0,4.6,f,1,1.97,0
2892,51508961,Townhouse in Vancouver · ★4.87 · 3 bedrooms · 4 beds · 3 baths,Very quiet neighbourhood,57366932,Linda,within an hour,100%,96%,t,2,2,"Vancouver, British Columbia, Canada",Renfrew-Collingwood,49.23961,-123.05595,Entire townhouse,Entire home/apt,7,,,4.0,[],$235.00,3,1125,3.0,1125.0,19,49,79,149,67,29,4.87,4.88,4.9,4.97,4.97,4.73,4.75,f,2,2.36,3348
5705,948620990018596785,Rental unit in Vancouver · 2 bedrooms · 2 beds · 2 baths,"Within a couple blocks of this property, you will find the finest cuisines, coffee shops, beaches, parks shopping malls and grocery stores. <br /><br /> This property is located just far enough from the late night club noise on Granville Street.",529286239,Sheila,within a few hours,100%,100%,f,2,2,"Vancouver, British Columbia, Canada",Downtown,49.2787,-123.12039,Entire rental unit,Entire home/apt,6,,,2.0,[],$200.00,30,365,30.0,365.0,0,0,0,159,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0.54,2392
1780,34793121,Home in Vancouver · 2 bedrooms · 3 beds · 1 private bath,,262346121,Michelle,,,,f,2,4,,Dunbar Southlands,49.24555,-123.18408,Private room in home,Private room,4,,,3.0,[],,1,28,1.0,28.0,0,0,0,0,0,0,,,,,,,,t,2,,3345
4667,828253993149709874,Rental unit in Vancouver · 1 bedroom · 2 beds · 1 bath,Steps from bustling Commercial Drive in the heart of East Vancouver's craft brewery scene.  Minutes away from downtown with No Frills grocery store conveniently located next door. Transit access right outside on a main transit route which takes you to downtown Vancouver in minutes or east to SFU.,156139318,Miles,within an hour,100%,100%,f,1,1,"Vancouver, British Columbia, Canada",Grandview-Woodland,49.27991651202041,-123.07218438745916,Entire rental unit,Entire home/apt,2,,,2.0,[],$90.00,30,120,30.0,120.0,1,31,61,61,2,2,5.0,5.0,5.0,5.0,5.0,4.5,4.5,f,1,0.52,0
803,18707775,Townhouse in Vancouver · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,"This a residential neighbourhood with a Starbucks, Shoppers and grocery store 1  block away. Within a five minute walk you'll find restaurants,  coffee shops, clothing stores, hair dressers, medical offices etc. Trendy Main street bars are a  10 minute walk away. The bus to go downtown and to Main street skytrain  is literally steps from the front door. The bus to the Canada line and UBC is 2 blocks away.",31552430,Sandrine,,,67%,f,1,2,"Vancouver, British Columbia, Canada",Kensington-Cedar Cottage,49.24195,-123.0891,Private room in townhouse,Private room,1,,,1.0,[],$67.00,30,120,30.0,120.0,1,29,59,334,9,0,4.89,4.89,4.78,5.0,5.0,4.67,4.67,f,1,0.11,663
857,19271929,Rental unit in Vancouver · ★4.87 · 1 bedroom · 1 bed · 1 bath,"Trendy Yaletown is known for its old warehouses that are now home to trendy restaurants and cocktail lounges, many of which feature lively terraces, as well as independent designer and fashion boutiques. Located on the seafront, David Lam Park features a large lawn and a playground. Seawall is popular with walkers and cyclists. Professional sporting events and rock concerts take place at nearby BC Place Stadium and Rogers Arena.",106622944,A,within a few hours,100%,100%,t,2,2,"Vancouver, British Columbia, Canada",Downtown,49.27704,-123.12217,Entire rental unit,Entire home/apt,2,,,1.0,[],$115.00,30,1125,30.0,1125.0,9,14,19,199,30,4,4.87,4.9,4.83,4.8,4.9,5.0,4.63,t,2,0.41,3179
3480,627797252761424606,Rental unit in Vancouver · ★4.78 · 1 bedroom · 2 beds · 1 bath,"This upscale urban neighborhood offers a mix of residential, commercial, and entertainment options, making it a popular destination for locals and visitors alike. <br /><br />We are located in Chinatown,  one of the city's oldest neighborhoods and is a cultural and historic hub for the Chinese community in Vancouver. The neighborhood is characterized by its vibrant streetscape, with colorful signage, traditional architecture, and a diverse mix of shops, restaurants, and markets. Overall, Chinatown is a lively and dynamic neighborhood that offers a unique blend of culture, history, and urban vitality.<br /><br />Yaletown is only a short walk away, this near by neighbourhood is known for its historic brick buildings and converted warehouses that have been repurposed into trendy loft apartments, boutique shops, and restaurants. The area is also home to many high-end residential towers, with luxury condos boasting breathtaking views of the city and waterfront.<br /><br />The neighborhood o",353108320,Justin J,within an hour,100%,98%,t,1,1,"Vancouver, British Columbia, Canada",Downtown,49.27831211091659,-123.1079287151696,Entire rental unit,Entire home/apt,4,,,2.0,[],$148.00,2,1125,2.0,1125.0,17,23,32,302,82,57,4.78,4.82,4.79,4.57,4.94,4.73,4.7,f,1,4.78,2992
